ID,GENDER,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,PAST_ACCIDENTS,AGE,DRIVING_EXPERIENCE,OUTCOME
1170,male,university,middle class,0.454141458,1,after 2015,1,1,10238,6000,sedan,2,4,38,15,0
1171,male,university,upper class,0.699968933,1,after 2015,0,1,10238,14000,sedan,0,0,56,4,0
1172,female,none,working class,0.220453882,1,before 2015,0,1,32765,13000,sedan,2,1,54,11,0
1173,male,high school,working class,0.273176765,1,after 2015,1,0,92101,12000,sedan,2,0,26,13,1
1174,female,university,upper class,0.582311723,1,before 2015,0,1,10238,13000,sedan,0,3,68,32,0
1175,male,none,poverty,0.220160832,0,before 2015,0,0,32765,16000,sedan,0,0,17,9,1
1176,female,none,poverty,0.254392884,0,before 2015,0,0,10238,16000,sedan,0,0,28,11,0
1177,male,high school,middle class,0.577784789,0,before 2015,0,1,10238,12000,sedan,3,2,56,24,0
1178,female,high school,middle class,0.480974254,1,before 2015,0,0,10238,14000,sedan,0,0,33,9,1
1179,male,high school,upper class,0.678236841,1,after 2015,1,1,10238,10000,sedan,0,0,65,5,0
1180,female,university,upper class,0.62717089,0,after 2015,0,1,92101,13000,sedan,1,0,64,22,0
1181,female,university,upper class,0.68700212,0,before 2015,1,1,10238,9000,sedan,1,1,38,12,1
1182,female,university,upper class,0.472497272,1,before 2015,1,1,32765,8000,sedan,5,0,66,21,0
1183,female,high school,middle class,0.428001633,1,before 2015,1,0,10238,12000,sedan,2,0,34,13,0
1184,female,high school,upper class,0.486914397,1,before 2015,1,0,32765,11000,sedan,2,0,38,19,1
1185,female,high school,working class,0.524146466,0,before 2015,0,0,10238,17000,sedan,0,0,33,4,1
1186,female,none,working class,0.50952146,1,after 2015,0,1,32765,13000,sedan,2,0,37,17,0
1187,female,high school,working class,0.564601601,0,before 2015,0,1,32765,13000,sedan,1,1,47,23,0
1188,female,university,upper class,0.587048708,1,before 2015,1,1,32765,9000,sedan,3,1,48,28,0
1189,female,university,working class,0.386407082,0,before 2015,0,0,10238,16000,sedan,0,0,64,0,1
1190,male,none,poverty,0.347469738,1,before 2015,1,1,10238,9000,sedan,0,0,24,4,1
1191,female,university,middle class,0.674251148,1,after 2015,0,1,32765,10000,sedan,4,0,35,16,0
1192,male,university,poverty,0.291928942,0,before 2015,0,0,10238,10000,sedan,0,0,21,1,1
1193,male,none,poverty,0.118445443,0,before 2015,0,1,10238,17000,sedan,1,0,44,28,0
1194,male,university,upper class,0.636925633,1,after 2015,1,1,92101,11000,sedan,0,0,23,7,0
1195,female,university,upper class,0.553963672,1,before 2015,1,1,10238,10000,sedan,2,0,64,26,0
1196,female,high school,working class,0.429582513,1,before 2015,1,1,10238,10000,sedan,0,0,16,1,0
1197,male,high school,upper class,0.669581239,1,after 2015,0,1,32765,9000,sedan,9,3,62,29,0
1198,female,university,upper class,0.612377027,1,before 2015,1,1,10238,13000,sedan,0,0,80,3,0
1199,female,high school,upper class,0.381242392,0,after 2015,1,1,10238,16000,sedan,1,0,69,23,0
1200,female,high school,working class,0.510541614,0,before 2015,0,0,10238,12000,sedan,0,0,23,3,1
1201,male,high school,working class,0.529743005,1,before 2015,1,1,32765,6000,sedan,6,1,39,17,1
1202,female,university,upper class,0.563666885,1,after 2015,0,1,10238,14000,sedan,3,0,67,31,0
1203,female,none,middle class,0.42337709,0,before 2015,1,1,32765,10000,sedan,0,0,33,14,0
1204,male,high school,poverty,0.30049733,0,before 2015,0,0,10238,13000,sedan,0,0,16,7,1
1205,male,university,upper class,0.606721577,0,before 2015,1,1,10238,11000,sedan,6,1,77,28,0
1206,female,university,upper class,0.514837939,1,after 2015,1,1,10238,11000,sedan,0,2,54,12,0
1207,female,high school,working class,0.291977658,0,before 2015,0,1,32765,12000,sedan,0,0,19,4,1
1208,male,high school,upper class,0.575082013,1,after 2015,1,1,10238,11000,sedan,3,8,74,33,0
1209,female,high school,upper class,0.61366119,1,after 2015,1,1,10238,9000,sedan,3,1,74,32,0
1210,male,university,upper class,0.628188702,0,before 2015,0,1,10238,11000,sedan,1,0,37,13,0
1211,female,none,poverty,0.410695697,0,before 2015,0,0,10238,16000,sedan,0,0,39,1,1
1212,male,university,working class,0.257134276,0,before 2015,1,1,10238,10000,sedan,7,4,70,38,0
1213,male,university,upper class,0.631650472,1,before 2015,1,1,32765,10000,sedan,0,0,41,7,1
1214,male,university,middle class,0.54030291,0,before 2015,0,0,32765,14000,sedan,0,0,25,7,1
1215,male,university,upper class,0.736750457,1,before 2015,0,1,10238,15000,sedan,3,3,51,20,0
1216,female,high school,poverty,0.337677466,0,before 2015,0,0,10238,16000,sedan,0,0,20,7,1
1217,male,university,upper class,0.565015422,1,before 2015,1,1,10238,14000,sedan,3,4,66,37,0
1218,male,university,upper class,0.689855748,1,after 2015,1,1,32765,9000,sedan,1,1,48,15,0
1219,male,university,middle class,0.541280871,0,before 2015,1,1,10238,14000,sports car,0,0,23,0,1
1220,female,high school,middle class,0.558470224,1,before 2015,0,1,10238,10000,sedan,1,4,56,23,0
1221,female,none,middle class,0.589517054,1,after 2015,0,1,32765,14000,sedan,1,0,41,24,0
1222,female,high school,upper class,0.668684561,1,before 2015,1,1,32765,8000,sedan,0,0,58,1,1
1223,female,none,middle class,0.682706489,1,after 2015,0,1,32765,11000,sedan,3,0,73,19,0
1224,male,university,middle class,0.49099573,1,after 2015,1,0,92101,14000,sedan,2,0,37,11,1
1225,male,university,upper class,0.77488387,1,before 2015,1,1,92101,16000,sedan,2,0,26,16,1
1226,male,high school,upper class,0.645273283,0,before 2015,1,1,10238,11000,sedan,0,0,37,5,1
1227,male,high school,poverty,0.317653291,1,before 2015,1,1,10238,9000,sedan,0,4,30,17,0
1228,male,high school,working class,0.481190931,0,after 2015,0,1,10238,13000,sedan,1,1,30,13,0
1229,male,high school,middle class,0.52013398,0,before 2015,0,0,10238,15000,sedan,0,4,42,29,0
1230,female,high school,poverty,0.502622773,1,before 2015,1,0,10238,10000,sedan,0,0,25,4,0
1231,female,none,upper class,0.514629902,1,before 2015,0,0,32765,15000,sports car,2,1,55,26,0
1232,male,high school,upper class,0.677090701,1,before 2015,0,1,10238,12000,sedan,0,0,34,19,0
1233,female,university,upper class,0.709301407,1,before 2015,1,1,32765,10000,sedan,6,1,56,23,0
1234,male,high school,upper class,0.422567967,1,after 2015,1,1,10238,8000,sedan,7,7,73,31,0
1235,female,none,working class,0.33770726,0,before 2015,0,0,10238,14000,sedan,3,1,54,28,0
1236,female,high school,poverty,0.277195079,0,after 2015,0,0,10238,16000,sedan,0,0,16,0,1
1237,male,high school,middle class,0.478278649,1,after 2015,0,0,10238,16000,sedan,1,0,53,21,0
1238,male,high school,upper class,0.693816313,1,before 2015,1,1,10238,12000,sedan,0,0,80,6,1
1239,female,none,poverty,0.471240913,1,before 2015,0,0,32765,12000,sedan,0,0,17,4,1
1240,female,university,upper class,0.626266081,0,after 2015,1,1,10238,11000,sedan,0,0,68,40,0
1241,female,none,upper class,0.728305975,1,before 2015,0,1,32765,7000,sedan,4,0,29,12,1
1242,male,university,upper class,0.672014,1,before 2015,1,0,10238,13000,sedan,5,0,63,29,0
1243,male,university,upper class,0.57354107,1,before 2015,1,1,32765,9000,sedan,0,0,37,5,0
1244,female,none,poverty,0.235528756,1,before 2015,0,0,10238,17000,sedan,0,0,22,6,0
1245,male,high school,upper class,0.502986277,1,after 2015,1,1,10238,8000,sedan,6,4,41,26,0
1246,female,high school,upper class,0.598628553,0,after 2015,1,1,10238,10000,sedan,0,0,73,6,1
1247,male,high school,poverty,0.281622628,1,before 2015,0,1,10238,10000,sedan,0,0,19,1,1
1248,female,none,upper class,0.449675629,0,after 2015,0,1,32765,11000,sedan,2,0,45,26,0
1249,male,university,upper class,0.455190617,0,before 2015,1,1,10238,9000,sedan,1,2,37,13,0
1250,male,university,upper class,0.494109431,1,after 2015,1,1,10238,13000,sedan,3,1,76,19,0
1251,female,none,poverty,0.395962359,1,before 2015,1,1,32765,10000,sedan,0,0,19,3,0
1252,female,none,poverty,0.320404901,0,before 2015,0,1,10238,13000,sedan,1,0,50,11,0
1253,male,university,upper class,0.648629146,1,after 2015,1,1,10238,10000,sedan,5,7,67,34,0
1254,female,university,middle class,0.492577022,1,after 2015,1,1,10238,13000,sedan,2,1,38,10,0
1255,male,university,upper class,0.600204472,1,after 2015,1,1,10238,9000,sedan,0,1,45,12,0
1256,female,high school,middle class,0.537108788,1,before 2015,1,1,10238,10000,sedan,1,2,48,18,0
1257,female,high school,upper class,0.590678139,1,after 2015,1,1,10238,12000,sedan,2,0,49,29,0
1258,female,high school,working class,0.314799538,1,before 2015,0,0,10238,11000,sedan,0,2,27,11,0
1259,female,high school,middle class,0.57279809,1,before 2015,0,0,92101,16000,sedan,1,1,61,22,0
1260,female,high school,working class,0.504515747,1,before 2015,1,0,10238,9000,sedan,2,0,37,16,0
1261,female,university,upper class,0.76691663,1,before 2015,0,1,32765,11000,sedan,3,1,55,11,0
1262,female,high school,upper class,0.691981898,1,before 2015,0,1,10238,10000,sedan,0,0,28,18,0
1263,male,high school,working class,0.377714728,1,before 2015,0,0,10238,14000,sedan,0,0,24,6,1
1264,male,high school,upper class,0.635786486,1,before 2015,1,1,10238,9000,sedan,1,4,70,32,0
1265,female,none,poverty,0.451972745,1,before 2015,0,1,32765,8000,sedan,0,0,22,8,1
1266,female,university,upper class,0.661301506,1,before 2015,1,1,21217,10000,sedan,2,3,71,35,1
1267,male,high school,middle class,0.577028007,1,before 2015,0,0,10238,12000,sedan,0,0,34,7,0
1268,female,university,upper class,0.701077905,1,after 2015,1,1,10238,8000,sedan,3,0,61,16,0
1269,female,high school,middle class,0.672215789,1,after 2015,0,0,32765,17000,sedan,0,0,21,3,0
1270,male,university,middle class,0.574656448,1,before 2015,0,0,10238,14000,sedan,3,0,35,12,0
1271,female,university,upper class,0.770457319,0,before 2015,1,1,10238,8000,sedan,0,0,45,9,1
1272,male,university,upper class,0.617116574,1,after 2015,1,1,10238,8000,sedan,6,10,69,30,0
1273,male,university,middle class,0.543135352,1,before 2015,0,0,32765,8000,sedan,0,0,19,1,1
1274,female,none,working class,0.462958707,1,before 2015,1,1,21217,13000,sedan,3,1,62,21,1
1275,female,high school,working class,0.452858009,0,before 2015,0,0,32765,16000,sedan,0,0,16,9,1
1276,female,none,middle class,0.59577468,1,before 2015,0,1,10238,8000,sedan,3,3,67,40,0
1277,male,none,working class,0.377749547,1,before 2015,0,0,32765,11000,sedan,2,2,48,13,1
1278,male,university,upper class,0.570121,1,before 2015,1,1,32765,5000,sedan,22,6,69,35,0
1279,male,university,upper class,0.551068337,1,before 2015,1,1,32765,12000,sedan,0,0,62,3,1
1280,male,university,upper class,0.610006253,1,after 2015,1,1,10238,13000,sedan,4,6,80,39,0
1281,female,university,working class,0.564971797,1,after 2015,0,0,32765,14000,sedan,0,0,23,7,0
1282,female,high school,working class,0.371996621,1,after 2015,0,0,32765,13000,sedan,0,0,17,3,1
1283,male,university,upper class,0.578365356,1,after 2015,0,0,32765,14000,sedan,0,0,53,3,0
1284,male,university,upper class,0.58372978,1,after 2015,0,1,10238,13000,sedan,2,1,34,14,0
1285,female,university,upper class,0.703133823,1,after 2015,1,1,32765,11000,sedan,1,0,57,21,0
1286,male,high school,middle class,0.382056905,1,before 2015,0,0,10238,17000,sedan,0,0,18,1,1
1287,male,none,upper class,0.597195027,1,before 2015,1,1,10238,11000,sedan,5,5,43,25,0
1288,male,university,working class,0.647705623,1,before 2015,0,1,21217,13000,sedan,0,0,19,7,1
1289,female,university,upper class,0.85238183,1,before 2015,0,0,32765,14000,sedan,0,0,28,15,0
1290,female,none,poverty,0.345518252,0,before 2015,0,0,10238,19000,sedan,0,0,27,13,1
1291,male,high school,middle class,0.481017559,0,before 2015,1,1,10238,13000,sedan,0,0,19,2,1
1292,male,none,poverty,0.341040653,1,before 2015,1,1,10238,14000,sedan,0,0,21,2,1
1293,female,high school,working class,0.428934431,0,before 2015,0,0,10238,11000,sports car,0,0,23,1,1
1294,male,university,upper class,0.600700639,1,after 2015,0,1,10238,16000,sedan,7,3,75,32,0
1295,female,high school,upper class,0.566784094,1,before 2015,1,1,32765,7000,sedan,1,6,67,40,0
1296,male,university,working class,0.357722469,1,before 2015,1,1,32765,8000,sedan,0,0,24,6,1
1297,female,high school,middle class,0.623086225,1,after 2015,0,1,10238,16000,sedan,0,0,57,4,0
1298,female,none,poverty,0.434926293,1,before 2015,0,0,10238,17000,sedan,0,0,24,9,1
1299,female,none,poverty,0.426416509,1,before 2015,1,1,92101,10000,sedan,0,0,16,0,0
1300,female,none,upper class,0.539772337,0,after 2015,0,1,10238,11000,sedan,0,0,52,15,0
1301,male,university,upper class,0.550562954,0,after 2015,0,1,10238,17000,sedan,4,3,71,31,0
1302,female,none,poverty,0.252620868,1,before 2015,1,0,32765,9000,sedan,0,0,22,3,0
1303,male,university,middle class,0.578371217,1,before 2015,0,0,10238,13000,sedan,0,0,17,6,1
1304,female,high school,poverty,0.496499646,1,before 2015,0,1,32765,11000,sedan,1,1,31,13,1
1305,male,high school,poverty,0.364587777,0,before 2015,1,0,10238,12000,sedan,0,0,20,4,1
1306,female,none,poverty,0.298544141,1,after 2015,0,1,32765,12000,sedan,0,0,17,6,1
1307,female,high school,poverty,0.377942549,0,before 2015,0,1,32765,12000,sedan,0,1,32,13,1
1308,female,none,poverty,0.32443941,1,before 2015,0,0,10238,15000,sedan,0,0,20,5,1
1309,male,none,poverty,0.198668849,1,before 2015,0,0,10238,18000,sedan,0,0,34,18,0
1310,female,university,working class,0.568235328,0,after 2015,0,0,32765,14000,sedan,0,0,23,0,1
1311,male,none,working class,0.582285179,1,before 2015,0,0,10238,12000,sedan,0,4,36,15,0
1312,female,high school,middle class,0.595112613,0,after 2015,1,1,92101,14000,sedan,1,0,44,29,1
1313,female,high school,poverty,0.487319748,1,before 2015,0,1,10238,16000,sedan,0,0,18,3,1
1314,male,high school,middle class,0.39342922,1,after 2015,1,0,10238,12000,sedan,0,1,28,19,0
1315,female,high school,middle class,0.579788513,1,before 2015,1,1,10238,8000,sedan,0,0,28,2,1
1316,male,high school,upper class,0.512762385,1,after 2015,1,1,10238,7000,sports car,3,6,38,15,0
1317,male,university,upper class,0.539155169,1,before 2015,1,0,32765,8000,sedan,5,1,59,22,0
1318,male,university,upper class,0.52826372,1,after 2015,0,1,32765,10000,sedan,3,0,58,17,0
1319,female,high school,upper class,0.55647606,0,before 2015,0,1,10238,13000,sedan,1,2,41,28,0
1320,male,none,poverty,0.421929081,0,before 2015,0,0,10238,14000,sedan,0,0,20,6,1
1321,female,university,upper class,0.679379838,1,before 2015,1,1,10238,11000,sedan,0,0,30,0,0
1322,male,university,middle class,0.478853842,0,before 2015,1,0,10238,16000,sedan,0,0,24,8,1
1323,male,high school,working class,0.432879299,1,before 2015,0,1,10238,14000,sedan,0,0,34,18,0
1324,male,high school,middle class,0.57016587,1,before 2015,0,0,10238,18000,sedan,1,4,47,27,0
1325,female,none,poverty,0.382542364,0,before 2015,1,1,10238,12000,sedan,0,0,17,5,0
1326,male,high school,middle class,0.533051124,1,before 2015,0,1,10238,12000,sedan,2,6,73,40,0
1327,male,university,upper class,0.717526946,0,after 2015,0,0,10238,15000,sports car,0,0,65,9,1
1328,female,university,upper class,0.496593061,1,after 2015,1,1,10238,10000,sedan,2,3,73,40,0
1329,female,university,middle class,0.450489139,1,before 2015,1,1,10238,12000,sedan,0,0,57,9,0
1330,female,high school,upper class,0.609543199,1,before 2015,1,1,10238,10000,sedan,0,0,65,4,1
1331,female,high school,middle class,0.580146617,1,before 2015,1,1,10238,13000,sedan,1,0,28,11,0
1332,female,university,upper class,0.694595977,1,after 2015,0,1,10238,12000,sedan,0,0,60,18,0
1333,male,none,middle class,0.36374369,1,before 2015,1,1,10238,11000,sedan,4,3,41,29,0
1334,male,high school,poverty,0.294247634,1,before 2015,0,0,10238,15000,sports car,0,0,22,6,0
1335,male,university,middle class,0.461206589,1,before 2015,0,0,92101,16000,sedan,2,1,34,10,1
1336,male,university,upper class,0.574933538,1,after 2015,0,1,10238,12000,sedan,4,3,69,40,0
1337,female,university,upper class,0.717918781,1,before 2015,0,1,10238,14000,sedan,1,2,62,25,0
1338,female,high school,middle class,0.546199461,0,before 2015,0,0,10238,9000,sedan,4,4,54,28,0
1339,female,high school,upper class,0.647036116,1,after 2015,0,1,10238,8000,sedan,0,1,26,19,0
1340,male,university,upper class,0.642871081,1,after 2015,0,0,10238,18000,sedan,0,0,70,0,1
1341,male,university,upper class,0.795556821,1,before 2015,0,0,32765,17000,sedan,0,1,33,15,1
1342,male,high school,working class,0.522579843,0,before 2015,0,1,10238,15000,sedan,0,0,19,2,1
1343,male,university,upper class,0.649415084,1,after 2015,1,1,10238,10000,sedan,0,0,30,5,0
1344,female,none,working class,0.365286636,1,after 2015,0,0,32765,12000,sedan,1,1,36,13,0
1345,female,none,poverty,0.521351038,0,before 2015,0,0,21217,17000,sedan,0,0,25,8,1
1346,female,high school,middle class,0.588707992,1,before 2015,0,1,10238,16000,sports car,1,1,33,14,0
1347,male,university,upper class,0.495553346,1,after 2015,1,1,10238,13000,sedan,3,3,67,40,0
1348,female,none,poverty,0.383696831,0,before 2015,0,1,32765,13000,sedan,0,0,19,0,1
1349,female,university,upper class,0.648877497,1,before 2015,1,1,10238,10000,sedan,3,4,80,38,0
1350,male,university,upper class,0.539612502,0,before 2015,1,1,10238,11000,sedan,4,11,72,30,0
1351,male,university,middle class,0.564156721,1,before 2015,0,1,10238,13000,sedan,0,0,27,9,0
1352,male,high school,upper class,0.620730793,1,before 2015,1,1,10238,8000,sedan,0,0,42,0,1
1353,male,high school,upper class,0.557823972,1,after 2015,1,1,10238,7000,sports car,1,2,28,14,0
1354,male,university,upper class,0.51171062,1,after 2015,0,1,10238,16000,sedan,4,3,70,35,0
1355,male,university,upper class,0.815510532,1,before 2015,0,0,10238,21000,sedan,0,0,61,14,1
1356,female,university,middle class,0.55993723,1,before 2015,1,1,10238,14000,sports car,0,1,32,17,0
1357,female,high school,upper class,0.652552418,1,after 2015,0,1,10238,14000,sedan,1,3,65,36,0
1358,male,high school,working class,0.43787863,1,after 2015,0,1,32765,11000,sedan,3,0,27,12,0
1359,male,none,poverty,0.281261373,0,before 2015,0,0,32765,14000,sedan,3,1,41,29,0
1360,female,high school,upper class,0.618258099,1,before 2015,1,1,10238,15000,sedan,2,1,50,26,0
1361,male,none,poverty,0.327273335,1,after 2015,0,0,10238,16000,sedan,0,0,17,5,0
1362,female,high school,working class,0.572845133,1,before 2015,1,0,10238,14000,sports car,0,1,54,24,0
1363,male,university,upper class,0.663519635,1,before 2015,1,1,10238,10000,sedan,5,6,42,28,0
1364,male,university,upper class,0.546303399,1,before 2015,1,1,10238,10000,sedan,3,2,77,38,0
1365,female,high school,middle class,0.709246871,0,before 2015,1,1,10238,8000,sedan,4,4,52,29,0
1366,male,university,upper class,0.56333847,1,before 2015,1,0,10238,10000,sedan,0,0,57,1,1
1367,male,university,upper class,0.345183037,1,after 2015,0,1,10238,15000,sedan,0,0,61,29,0
1368,female,university,working class,0.361702429,1,before 2015,0,0,10238,10000,sedan,0,0,39,19,0
1369,male,none,poverty,0.477395849,1,before 2015,0,1,10238,12000,sedan,1,2,39,10,0
1370,male,university,working class,0.498053808,1,after 2015,1,1,10238,12000,sedan,1,0,30,14,0
1371,female,university,working class,0.601009365,0,after 2015,0,1,21217,11000,sedan,0,0,18,7,1
1372,male,university,upper class,0.576898632,0,after 2015,0,0,10238,14000,sedan,3,2,28,13,0
1373,male,university,upper class,0.453232165,1,after 2015,0,0,10238,9000,sedan,1,2,29,18,0
1374,male,high school,upper class,0.485672758,1,before 2015,1,1,10238,14000,sedan,4,0,74,25,0
1375,female,university,upper class,0.674163893,1,after 2015,1,1,10238,13000,sedan,3,5,79,36,0
1376,female,none,poverty,0.387494157,0,before 2015,0,0,92101,13000,sedan,0,0,24,1,1
1377,female,university,upper class,0.490996515,1,before 2015,1,1,32765,5000,sedan,4,4,70,36,0
1378,male,university,upper class,0.623313822,1,after 2015,0,0,92101,17000,sports car,0,0,44,1,1
1379,female,none,poverty,0.254907683,1,before 2015,0,0,10238,12000,sedan,0,0,24,9,0
1380,male,university,upper class,0.784866069,1,after 2015,1,0,92101,10000,sedan,0,0,51,27,1
1381,male,university,upper class,0.45967499,0,before 2015,0,1,10238,13000,sports car,0,1,46,21,0
1382,female,high school,middle class,0.52060881,1,before 2015,0,0,32765,14000,sedan,1,1,28,11,0
1383,male,university,middle class,0.619427799,0,before 2015,1,1,10238,8000,sedan,6,6,60,29,0
1384,female,high school,middle class,0.648761777,1,before 2015,1,1,32765,9000,sedan,0,0,49,1,0
1385,male,high school,middle class,0.555426538,0,before 2015,1,0,32765,8000,sedan,0,0,30,0,1
1386,female,university,poverty,0.500795271,0,after 2015,0,0,10238,15000,sedan,0,0,16,5,0
1387,male,high school,working class,0.668639484,0,before 2015,0,0,10238,18000,sedan,0,0,36,11,1
1388,female,university,upper class,0.533130592,1,before 2015,1,0,32765,6000,sedan,2,1,56,29,0
1389,female,university,middle class,0.496875094,1,after 2015,1,0,32765,6000,sedan,3,0,35,10,0
1390,male,none,poverty,0.230888176,0,before 2015,0,0,10238,14000,sedan,0,0,18,6,1
1391,female,none,upper class,0.610668073,1,before 2015,1,1,10238,8000,sedan,2,0,41,25,0
1392,female,university,upper class,0.561499897,1,after 2015,1,0,10238,13000,sedan,0,0,19,1,0
1393,male,university,upper class,0.656986776,0,after 2015,1,1,10238,10000,sedan,0,0,28,0,0
1394,male,university,middle class,0.556118293,1,before 2015,0,1,32765,8000,sedan,2,3,38,11,0
1395,male,high school,upper class,0.578388546,0,after 2015,1,1,32765,9000,sedan,1,2,45,17,0
1396,female,university,upper class,0.557995143,1,after 2015,1,0,10238,12000,sedan,0,0,34,9,0
1397,male,university,upper class,0.619797171,1,before 2015,0,0,32765,17000,sedan,1,0,35,18,1
1398,male,university,upper class,0.660440443,1,before 2015,0,1,32765,10000,sedan,0,0,52,4,1
1399,male,university,upper class,0.565053327,1,before 2015,1,1,10238,11000,sports car,2,6,48,21,0
1400,female,high school,middle class,0.654207292,1,before 2015,1,1,10238,9000,sedan,1,3,56,17,0
1401,female,none,working class,0.48768084,1,before 2015,0,1,10238,13000,sedan,0,0,28,4,1
1402,female,high school,poverty,0.374070559,1,before 2015,0,0,10238,15000,sedan,0,0,20,5,1
1403,male,high school,poverty,0.226620419,0,before 2015,0,1,10238,12000,sedan,0,0,19,6,1
1404,female,high school,working class,0.489533473,1,before 2015,0,0,92101,13000,sedan,1,0,28,10,0
1405,female,high school,middle class,0.568572073,0,before 2015,0,0,10238,15000,sedan,0,0,18,1,1
1406,female,university,upper class,0.48464116,1,before 2015,1,1,10238,8000,sports car,1,1,36,14,0
1407,male,university,upper class,0.446094474,1,after 2015,0,1,10238,13000,sports car,6,7,46,28,0
1408,male,none,poverty,0.425278187,0,before 2015,0,1,10238,12000,sports car,4,0,43,20,0
1409,female,high school,upper class,0.754849952,1,before 2015,1,1,10238,8000,sports car,3,2,69,37,0
1410,female,university,poverty,0.271026133,1,before 2015,0,1,10238,10000,sedan,0,0,19,1,0
1411,female,university,upper class,0.544825737,1,after 2015,0,1,32765,12000,sedan,3,1,63,26,0
1412,male,university,middle class,0.411777805,1,after 2015,0,0,10238,16000,sedan,0,1,32,13,0
1413,male,university,upper class,0.663615452,1,before 2015,1,0,32765,8000,sedan,2,2,30,15,1
1414,male,none,poverty,0.326945192,1,before 2015,0,1,32765,11000,sedan,1,0,34,14,0
1415,male,university,middle class,0.455952583,0,after 2015,1,0,10238,13000,sedan,1,1,35,14,1
1416,female,university,upper class,0.660315621,1,before 2015,0,1,10238,11000,sports car,0,0,19,4,0
1417,male,university,working class,0.555412308,0,before 2015,0,1,10238,13000,sedan,0,1,34,12,1
1418,male,high school,upper class,0.635887396,1,before 2015,1,1,32765,8000,sedan,3,0,64,13,0
1419,male,high school,upper class,0.609499888,1,before 2015,1,1,10238,11000,sedan,2,0,52,17,0
1420,male,university,upper class,0.342602023,1,before 2015,0,1,10238,12000,sedan,3,1,55,26,0
1421,male,university,upper class,0.597065173,1,after 2015,0,1,32765,11000,sports car,4,1,67,21,0
1422,male,none,working class,0.463343187,0,before 2015,0,1,92101,17000,sedan,0,0,30,10,1
1423,male,high school,working class,0.526534911,1,before 2015,0,0,10238,14000,sedan,0,2,30,16,0
1424,female,high school,middle class,0.684083374,1,before 2015,1,1,10238,8000,sedan,0,0,18,4,0
1425,male,university,working class,0.432799038,1,before 2015,0,1,10238,13000,sedan,0,0,30,17,0
1426,male,none,poverty,0.309790447,1,before 2015,0,0,32765,10000,sedan,0,0,22,3,1
1427,male,university,upper class,0.55861021,1,after 2015,1,1,10238,11000,sedan,3,3,51,24,0
1428,male,high school,middle class,0.401453502,1,before 2015,1,1,10238,13000,sports car,0,0,54,2,1
1429,female,university,upper class,0.499349046,1,before 2015,1,0,10238,14000,sedan,2,1,37,16,0
1430,male,university,upper class,0.565906795,1,before 2015,1,1,10238,9000,sedan,0,0,73,0,1
1431,female,university,upper class,0.569236072,1,after 2015,1,0,32765,12000,sedan,0,0,30,13,0
1432,female,high school,middle class,0.652976525,1,before 2015,0,1,32765,15000,sedan,0,0,62,0,0
1433,female,university,upper class,0.708114388,1,after 2015,1,1,10238,9000,sedan,2,1,70,30,0
1434,male,university,upper class,0.845661215,1,after 2015,1,1,10238,14000,sedan,0,0,79,14,0
1435,female,high school,working class,0.411330821,1,before 2015,1,1,32765,9000,sedan,0,0,22,0,1
1436,male,high school,poverty,0.447009043,0,before 2015,0,0,10238,17000,sedan,0,0,17,8,1
1437,male,high school,middle class,0.457390735,1,before 2015,1,1,10238,12000,sedan,0,0,19,1,1
1438,female,high school,upper class,0.469489286,1,before 2015,0,0,10238,14000,sedan,0,0,32,18,0
1439,female,none,poverty,0.397260064,1,before 2015,0,0,10238,17000,sedan,0,0,23,4,1
1440,male,university,upper class,0.615068158,1,after 2015,1,1,10238,11000,sedan,1,3,57,24,0
1441,female,high school,working class,0.393078544,1,before 2015,1,0,32765,8000,sedan,0,0,29,7,0
1442,female,high school,upper class,0.59786126,1,after 2015,0,1,32765,9000,sedan,1,0,30,10,0
1443,male,university,upper class,0.586273982,1,after 2015,1,1,10238,11000,sedan,3,5,69,32,0
1444,male,high school,working class,0.394203084,1,before 2015,1,1,10238,15000,sedan,2,0,48,24,1
1445,female,high school,upper class,0.49455464,1,after 2015,0,0,32765,13000,sedan,2,0,40,21,0
1446,female,high school,working class,0.563816987,1,before 2015,0,1,10238,10000,sedan,0,1,34,19,0
1447,male,high school,working class,0.377016881,0,after 2015,0,0,10238,13000,sedan,1,2,33,14,0
1448,female,university,upper class,0.671710087,1,before 2015,1,1,32765,10000,sedan,5,1,46,22,0
1449,female,none,working class,0.452081283,1,before 2015,1,1,10238,6000,sedan,0,0,33,0,0
1450,male,university,upper class,0.66092604,1,before 2015,1,1,32765,10000,sedan,15,4,80,33,0
1451,female,high school,middle class,0.607643103,1,after 2015,1,1,10238,14000,sedan,1,1,26,16,0
1452,female,high school,middle class,0.480140668,0,after 2015,0,0,32765,14000,sedan,0,0,17,6,1
1453,female,none,poverty,0.319866568,0,before 2015,0,1,10238,9000,sports car,0,2,33,11,0
1454,male,university,upper class,0.603465039,1,after 2015,0,0,10238,16000,sedan,2,1,61,22,0
1455,female,none,poverty,0.286204407,0,before 2015,0,0,10238,16000,sedan,0,0,21,4,1
1456,female,university,upper class,0.623788913,1,before 2015,1,1,10238,12000,sedan,0,0,40,0,0
